,Anou,Tipo,Contrato,sector,Monto
1230,2014,48201,GDS /CD/035/2014,"DESARROLLO COMUNITARIO,SOCIALES",2500000
1231,2014,48201,GDS /CD/036/2014,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA",4800000
1232,2014,48201,GDS /CD/037/2014,INFRAESTRUCTURA,31894190
1233,2014,48201,GDS /CD/038/2014,"DESARROLLO COMUNITARIO,SOCIALES",1160000
1234,2014,48201,GDS /CD/041/2014,"DESARROLLO COMUNITARIO,INFRAESTRUCTURA",400000
1235,2014,48201,GDS /CD/042/2014,DESARROLLO COMUNITARIO,600000
1236,2014,48201,GDS /CD/044/2014,"DESARROLLO COMUNITARIO,SOCIALES",500000
1237,2014,48201,GDS /CD/047/2014,"EDUCATIVAS,INFRAESTRUCTURA",200000
1238,2014,48201,GDS /CD/049/2014,"DESARROLLO COMUNITARIO,EDUCATIVAS,SOCIALES",840000
1239,2014,48201,GDS /CD/050/2014,SOCIALES,2800000
1240,2014,48201,GDS /CD/051/2014,"APLICACIÓN DE NUEVAS TECNOLOGÍAS,SOCIALES",3200000
1241,2014,48201,GDS/CD/002/2014 BIS,"DESARROLLO COMUNITARIO,SOCIALES",650000
1242,2014,48201,GDS/CD/003/2014,"DESARROLLO COMUNITARIO,SALUD",670000
1244,2014,48201,GDS/CD/005/2014,SOCIALES,175000
1245,2014,48201,GDS/CD/006/2014,"DESARROLLO COMUNITARIO,SALUD",670000
1246,2014,48201,GDS/CD/007/2014 BIS,"DESARROLLO COMUNITARIO,SALUD",1340000
1251,2014,48201,1 GRT ORIENTE,"DESARROLLO COMUNITARIO,SOCIALES",1000000
1252,2014,48201,10-GRPO,SALUD,150000
1253,2014,48201,11-GRPO,BENEFICENCIA,65000
1254,2014,48201,12-GRPO,EDUCATIVAS,95000
1255,2014,48201,13-GRPO,BENEFICENCIA,2900000
1256,2014,48201,14-GRPO,BENEFICENCIA,1390000
1257,2014,48201,15-GRPO,BENEFICENCIA,12589671
1258,2014,48201,16-GRPO,BENEFICENCIA,600000
1259,2014,48201,17-GRPO,BENEFICENCIA,1000000
1260,2014,48201,18-GRPO,BENEFICENCIA,1500000
1261,2014,48201,19-GRPO,BENEFICENCIA,2800000
1263,2014,48201,2 GRT PENINSULAR,"DESARROLLO COMUNITARIO,SOCIALES",2000000
1264,2014,48201,20-GRPO,BENEFICENCIA,1500000
1265,2014,48201,21-GRPO,BENEFICENCIA,1450000
1266,2014,48201,22-GRPO,BENEFICENCIA,2500000
1267,2014,48201,23-GRPO,BENEFICENCIA,1200000
1268,2014,48201,24-GRPO,BENEFICENCIA,750000
1269,2014,48201,25-GRPO,BENEFICENCIA,358300
1270,2014,48201,26-GRPO,BENEFICENCIA,438300
1271,2014,48201,27-GRPO,BENEFICENCIA,1500000
1272,2014,48201,29-GRPC,SOCIALES,15000000
1274,2014,48201,3-GRPO1,EDUCATIVAS,60000
1275,2014,48201,30-GRPC,"INFRAESTRUCTURA,SOCIALES",5000000
1276,2014,48201,31-GRPC,INFRAESTRUCTURA,5000000
1277,2014,48201,32-GRPC,DESARROLLO COMUNITARIO,1000000
1278,2014,48201,33-GRPC,SOCIALES,600000
1279,2014,48201,34-GRPS,"DESARROLLO COMUNITARIO,SOCIALES",500000
1280,2014,48201,35-GRPS,"DESARROLLO COMUNITARIO,SOCIALES",500000
1281,2014,48201,36-GRPS,"DESARROLLO COMUNITARIO,SOCIALES",1500000
1282,2014,48201,37-GPG,DESARROLLO COMUNITARIO,275000
1285,2014,48201,4-GRPO,EDUCATIVAS,60000
1287,2014,48201,5-GRPO,EDUCATIVAS,60000
1289,2014,48201,6-GRPO,EDUCATIVAS,75000
1290,2014,48201,7-GRPO,EDUCATIVAS,90000
1291,2014,48201,8-GRPO,EDUCATIVAS,75000
1292,2014,48201,9-GRPO,EDUCATIVAS,75000
1293,2014,48401,GDS /CD/016/2014,DESARROLLO COMUNITARIO,16400000
1294,2014,48401,28-GRPC,"AMBIENTALES,APLICACIÓN DE NUEVAS TECNOLOGÍAS",3000000
1295,2014,48101,CDDESSA-001-03/2014,AMBIENTALES,3900000
1296,2014,48101,CDDESSA-002-03/2014,EDUCATIVAS,200000
1297,2014,48101,CDDESSA-003-06/2014,BENEFICENCIA,100000
1298,2014,48101,CDDESSA-004-08-2014,EDUCATIVAS,200000
1299,2014,48101,CDDESSA-005-09-2014,CULTURALES,200000
1300,2014,48101,CDDESSA-006-09-2014,BENEFICENCIA,75000
1301,2014,48101,CDDESSA-007-10-2014,AMBIENTALES,25000
1302,2014,48101,CA-600-645/14,SALUD,6000000
1303,2014,48101,1018/2014,"INVESTIGACIÓN CIENTÍFICA,SALUD",1000000
1304,2014,48101,1019/2014,"INVESTIGACIÓN CIENTÍFICA,SALUD",250000
1305,2014,48101,1020/2014,EDUCATIVAS,950000
1306,2014,48101,1021/2014,"INVESTIGACIÓN CIENTÍFICA,SALUD",250000
1307,2014,48101,807/2014,"CULTURALES,EDUCATIVAS",12500000
1308,2014,48101,871/2014,"INVESTIGACIÓN CIENTÍFICA,SALUD",550000
1309,2014,48101,IMC-196/2014,CULTURALES,11000000
1310,2014,48101,IMC-197/2014,CULTURALES,600000
1311,2014,48101,IMC-224/2014,CULTURALES,100000
1312,2014,48101,IMC-228/2014,CULTURALES,750000
1313,2014,48101,IMC-230/2014,CULTURALES,100000
1314,2014,48101,IMC-231/2014,CULTURALES,240000
1315,2014,48101,IMC-245/2014,CULTURALES,150000
1316,2014,48101,IMC-322/2014,CULTURALES,200000
1317,2014,48101,IMC-327/2014,CULTURALES,172000
1318,2014,48101,IMC-328/2014,CULTURALES,300000
1319,2014,48101,IMC-332/2014,CULTURALES,600000
1320,2014,48101,IMC-333/2014,CULTURALES,100000
1321,2014,48101,IMC-338/2014,CULTURALES,1700000
1322,2014,48101,IMC-349/2014,CULTURALES,250000
1323,2014,48101,IMC-352/2014,CULTURALES,394000
1324,2014,48101,IMC-359/2014,CULTURALES,300000
1325,2014,48101,IMC-361/2014,CULTURALES,100000
1326,2014,48101,IMC-362/2014,CULTURALES,100000
1327,2014,48101,IMC-372/2014,CULTURALES,400000
1328,2014,48101,IMC-403/2014,CULTURALES,172000
1329,2014,48101,IMC-405/2014,CULTURALES,100000
1330,2014,48101,IMC-408/2014,CULTURALES,100000
1331,2014,48101,IMC-445/2014,CULTURALES,172000
1332,2014,48101,IMC-485/2014,CULTURALES,600000
1333,2014,48101,IMC-494/2014,CULTURALES,300000
1334,2014,48101,IMC-512/2014,CULTURALES,100000
1335,2014,48101,DPM/OD/01/2014,"INVESTIGACIÓN CIENTÍFICA,SALUD",11000000
1336,2014,48101,DPM/OD/02/2014 ,"APLICACIÓN DE NUEVAS TECNOLOGÍAS,EDUCATIVAS,INVESTIGACIÓN CIENTÍFICA,SALUD",300000
1337,2014,48101,DPM/OD/03/2014 ,"EDUCATIVAS,INVESTIGACIÓN CIENTÍFICA",300000
1339,2014,48101,200.DNC.02.DAJ.17/2014,CULTURALES,39500
1340,2014,48101,200.DNC.03.DAJ.18/2014,CULTURALES,147375
1341,2014,48101,200.DNC.04.DAJ.19/2014,CULTURALES,1030000
1342,2014,48101,222.DNC.01.DAJ.51/2013,CULTURALES,85000
1343,2014,48101,222-DNC-02-DAJ-15/2014,CULTURALES,100000
1344,2014,48101,222.DNC.03.DAJ.53/2013,CULTURALES,85000
1345,2014,48101,300.DNC.04.DAJ.11/2014,CULTURALES,400000
1346,2014,48101,530.DNC.0.DAJ.14/2014,CULTURALES,500000
1347,2014,48101,530.DNC.03.DAJ.12/2014,CULTURALES,1961640
1348,2014,48101,530.DNC.05.DAJ.14/2014,CULTURALES,3000000
1349,2014,48201, 200.DNC.01.DAJ.16/2014 ,CULTURALES,460065
1350,2014,48201, 300.DNC.02.DAJ.09 / 2014,CULTURALES,500000
1351,2014,48201, 530.DNC.04.DAJ.13/2014,CULTURALES,122500
1377,2014,48101,121,BENEFICENCIA,300000
1378,2014,48101,122,BENEFICENCIA,205566
1474,2014,48501,INMJG1401535,NO TIENE ACTIVIDAD A FINANCIAR,450000
1475,2014,48501,INMJG1401536,NO TIENE ACTIVIDAD A FINANCIAR,447800
1476,2014,48501,INMJG141534,NO TIENE ACTIVIDAD A FINANCIAR,450000
1477,2014,48101,DG/CE/0010/2014 GRDS/DD/003/2014,EDUCATIVAS,3600000
1478,2014,48101,DG/CE/0014/2014 GRDS/DD/001/2014,AMBIENTALES,2000000
1479,2014,48101,DG/CE/0015/2014 GRDS/DD/002/2014,"CULTURALES,EDUCATIVAS",5000000
1480,2014,48101,DG/CE/0040/2014 GRDS/DD/005/2014,DESARROLLO COMUNITARIO,5999127
1481,2014,48101,DG/CE/033/2014 GRDS/DD/007/2014,EDUCATIVAS,10000000
1482,2014,48101,DG/CE/086/2014 GRDS/DD/014/2014,EDUCATIVAS,6500000
1483,2014,48101,DG/CE/086/2014 GRDS/DD/017/2014,AMBIENTALES,3000000
1484,2014,48101,DG/CE/086/2014 GRDS/DD/018/2014,EDUCATIVAS,23200000
1485,2014,48201,DG/CE/034/2014 GRDS/DD/008/2014,INFRAESTRUCTURA,3956761
1486,2014,48201,DG/CE/046/2014 GRDS/DD/009/2014,INFRAESTRUCTURA,8000000
1487,2014,48201,DG/CE/060/2014 GRDS/DD/010/2014,DESARROLLO COMUNITARIO,30000000
1488,2014,48201,DG/CE/086/2014 GRDS/DD/011/2014,INFRAESTRUCTURA,7059213
1489,2014,48201,DG/CE/086/2014 GRDS/DD/019/2014,INFRAESTRUCTURA,10000000
1490,2014,48201,DG/CE/086/2014 GRDS/DD/020/2014,INFRAESTRUCTURA,50000000
1491,2014,48201,DG/CE/086/2014 GRDS/DD/022/2014,INFRAESTRUCTURA,8000000
1492,2014,48201,DG/CE/086/2014 GRDS/DD/023/2014,INFRAESTRUCTURA,2000000
1493,2014,48201,DG/CE/086/2014 GRDS/DD/024/2014,INFRAESTRUCTURA,2733283
1494,2014,48201,DG/CE/086/2014 GRDS/DD/025/2014,INFRAESTRUCTURA,2000000
1495,2014,48201,DG/CE/086/2014 GRDS/DD/027/2014,INFRAESTRUCTURA,15500000
1496,2014,48201,DG/CE/086/2014 GRDS/DD/028/2014,INFRAESTRUCTURA,3951616
1497,2014,48201,DG/CE/086/2014 GRDS/DD/029/2014,INFRAESTRUCTURA,3000000
1498,2014,48201,DG/CE/086/2014 GRDS/DD/032/2014,INFRAESTRUCTURA,15000000
1499,2014,48201,DG/CE/086/2014 GRDS/DD/033/2014,INFRAESTRUCTURA,2000000
1500,2014,48201,DG/CE/086/2014 GRDS/DD/034/2014,INFRAESTRUCTURA,2500000
1501,2014,48201,DG/CE/086/2014 GRDS/DD/035/2014,INFRAESTRUCTURA,10000000
1502,2014,48201,DG/CE/090/2014 GRDS/DD/012/2014,INFRAESTRUCTURA,2500000
1503,2014,48201,DG/CE/090/2014 GRDS/DD/013/2014,INFRAESTRUCTURA,2500000
1504,2014,48301,DG/CE/0032/2014 GRDS/DD/006/2014,CULTURALES,10000000
1505,2014,48101,CNCA/CD/03675/14,CULTURALES,4086121
1506,2014,48101,CNCA/DGA/CD/00066/14,CULTURALES,9509760
1507,2014,48101,CNCA/DGA/CD/00079/14,CULTURALES,2400000
1508,2014,48101,CNCA/DGA/CD/00166/14,CULTURALES,2200000
1509,2014,48101,CNCA/DGA/CD/003342/14,CULTURALES,2000000
1510,2014,48101,CNCA/DGA/CD/00500/14,CULTURALES,2784000
1511,2014,48101,CNCA/DGA/CD/00733/14,CULTURALES,9280000
1512,2014,48101,CNCA/DGA/CD/01018/14,CULTURALES,600000
1513,2014,48101,CNCA/DGA/CD/01043/14,CULTURALES,7000000
1514,2014,48101,CNCA/DGA/CD/01044/14,CULTURALES,1000000
1515,2014,48101,CNCA/DGA/CD/01047/14,CULTURALES,5000000
1516,2014,48101,CNCA/DGA/CD/01048/14,CULTURALES,1000000
1517,2014,48101,CNCA/DGA/CD/01062/14,CULTURALES,800000
1518,2014,48101,CNCA/DGA/CD/01079/14,CULTURALES,2500000
1519,2014,48101,CNCA/DGA/CD/01147/14,CULTURALES,8934791
1520,2014,48101,CNCA/DGA/CD/01269/14,CULTURALES,1000000
1521,2014,48101,CNCA/DGA/CD/01270/14,CULTURALES,10000000
1522,2014,48101,CNCA/DGA/CD/01271/14,CULTURALES,1000000
1523,2014,48101,CNCA/DGA/CD/01272/14,CULTURALES,2000000
1524,2014,48101,CNCA/DGA/CD/01273/14,CULTURALES,500000
1525,2014,48101,CNCA/DGA/CD/01274/14,CULTURALES,8000000
1526,2014,48101,CNCA/DGA/CD/01293/14,CULTURALES,3099000
1527,2014,48101,CNCA/DGA/CD/01294/14,CULTURALES,5000000
1528,2014,48101,CNCA/DGA/CD/01295/14,CULTURALES,11000000
1529,2014,48101,CNCA/DGA/CD/01296/14,CULTURALES,1500000
1530,2014,48101,CNCA/DGA/CD/01297/14,CULTURALES,8889000
1531,2014,48101,CNCA/DGA/CD/01298/14,CULTURALES,3000000
1532,2014,48101,CNCA/DGA/CD/01299/14,CULTURALES,1000000
1533,2014,48101,CNCA/DGA/CD/01300/14,CULTURALES,3000000
1534,2014,48101,CNCA/DGA/CD/01301/14,CULTURALES,2000000
1535,2014,48101,CNCA/DGA/CD/01311/14,CULTURALES,8000000
1536,2014,48101,CNCA/DGA/CD/01312/14,CULTURALES,4000000
1537,2014,48101,CNCA/DGA/CD/01313/14,CULTURALES,1500000
1538,2014,48101,CNCA/DGA/CD/01314/14,CULTURALES,1500000
1539,2014,48101,CNCA/DGA/CD/01517/14,CULTURALES,2000000
1540,2014,48101,CNCA/DGA/CD/01520/14,CULTURALES,95000000
1541,2014,48101,CNCA/DGA/CD/01527/14,CULTURALES,2418000
1542,2014,48101,CNCA/DGA/CD/01577/14,CULTURALES,5000000
1543,2014,48101,CNCA/DGA/CD/01618/14,CULTURALES,6650000
1544,2014,48101,CNCA/DGA/CD/01619/14,CULTURALES,8000000
1545,2014,48101,CNCA/DGA/CD/01620/14,CULTURALES,6000000
1546,2014,48101,CNCA/DGA/CD/01621/14,CULTURALES,4889000
1547,2014,48101,CNCA/DGA/CD/01622/14,CULTURALES,2000000
1548,2014,48101,CNCA/DGA/CD/01623/14,CULTURALES,6000000
1549,2014,48101,CNCA/DGA/CD/01628/14,CULTURALES,1225000
1550,2014,48101,CNCA/DGA/CD/01629/14,CULTURALES,1300000
1551,2014,48101,CNCA/DGA/CD/01657/14,CULTURALES,9000000
1552,2014,48101,CNCA/DGA/CD/01658/14,CULTURALES,10000000
1553,2014,48101,CNCA/DGA/CD/01687/14,CULTURALES,3100000
1554,2014,48101,CNCA/DGA/CD/01688/14,CULTURALES,10947758
1555,2014,48101,CNCA/DGA/CD/01689/14,CULTURALES,950000
1556,2014,48101,CNCA/DGA/CD/01690/14,CULTURALES,700000
1557,2014,48101,CNCA/DGA/CD/01691/14,CULTURALES,3100000
1558,2014,48101,CNCA/DGA/CD/01692/14,CULTURALES,10100000
1559,2014,48101,CNCA/DGA/CD/01705/14,CULTURALES,1250000
1560,2014,48101,CNCA/DGA/CD/01706/14,CULTURALES,2000000
1561,2014,48101,CNCA/DGA/CD/01707/14,CULTURALES,12500000
1562,2014,48101,CNCA/DGA/CD/01708/14,CULTURALES,3500000
1563,2014,48101,CNCA/DGA/CD/01709/14,CULTURALES,1000000
1564,2014,48101,CNCA/DGA/CD/01710/14,CULTURALES,3000000
1565,2014,48101,CNCA/DGA/CD/01711/14,CULTURALES,4500000
1566,2014,48101,CNCA/DGA/CD/01748/14,CULTURALES,5600000
1567,2014,48101,CNCA/DGA/CD/01749/14,CULTURALES,3500000
1568,2014,48101,CNCA/DGA/CD/01787/14,CULTURALES,30000000
1569,2014,48101,CNCA/DGA/CD/01898/14,CULTURALES,4000000
1570,2014,48101,CNCA/DGA/CD/02027/14,CULTURALES,3000000
1571,2014,48101,CNCA/DGA/CD/02028/14,CULTURALES,5889000
1572,2014,48101,CNCA/DGA/CD/02029/14,CULTURALES,8000000
1573,2014,48101,CNCA/DGA/CD/02030/14,CULTURALES,3000000
1574,2014,48101,CNCA/DGA/CD/02031/14,CULTURALES,3100000
1575,2014,48101,CNCA/DGA/CD/02032/14,CULTURALES,500000
1576,2014,48101,CNCA/DGA/CD/02033/14,CULTURALES,3500000
1577,2014,48101,CNCA/DGA/CD/02035/14,CULTURALES,1000000
1578,2014,48101,CNCA/DGA/CD/02036/14,CULTURALES,300000
1579,2014,48101,CNCA/DGA/CD/02037/14,CULTURALES,2000000
1580,2014,48101,CNCA/DGA/CD/02038/14,CULTURALES,3000000
1581,2014,48101,CNCA/DGA/CD/02039/14,CULTURALES,1000000
1582,2014,48101,CNCA/DGA/CD/02066/14,CULTURALES,8450000
1583,2014,48101,CNCA/DGA/CD/02067/14,CULTURALES,1500000
1584,2014,48101,CNCA/DGA/CD/02099/14,CULTURALES,2900000
1585,2014,48101,CNCA/DGA/CD/02100/14,CULTURALES,7000000
1586,2014,48101,CNCA/DGA/CD/02101/14,CULTURALES,1672022
1587,2014,48101,CNCA/DGA/CD/02102/14,CULTURALES,4182000
1588,2014,48101,CNCA/DGA/CD/02103/14,CULTURALES,10000000
1589,2014,48101,CNCA/DGA/CD/02104/14,CULTURALES,2000000
1590,2014,48101,CNCA/DGA/CD/02105/14,CULTURALES,6000000
1591,2014,48101,CNCA/DGA/CD/02106/14,CULTURALES,5500000
1592,2014,48101,CNCA/DGA/CD/02140/14,CULTURALES,7000000
1593,2014,48101,CNCA/DGA/CD/02141/14,CULTURALES,1889000
1594,2014,48101,CNCA/DGA/CD/02142/14,CULTURALES,3000000
1595,2014,48101,CNCA/DGA/CD/02143/14,CULTURALES,3100000
1596,2014,48101,CNCA/DGA/CD/02178/14,CULTURALES,2000000
1597,2014,48101,CNCA/DGA/CD/02179/14,CULTURALES,3500000
1598,2014,48101,CNCA/DGA/CD/02217/14,CULTURALES,2000000
1599,2014,48101,CNCA/DGA/CD/02218/14,CULTURALES,9000000
1600,2014,48101,CNCA/DGA/CD/02219/14,CULTURALES,2000000
1601,2014,48101,CNCA/DGA/CD/02309/14,CULTURALES,10000000
1602,2014,48101,CNCA/DGA/CD/02310/14,CULTURALES,1000000
1603,2014,48101,CNCA/DGA/CD/02314/14,CULTURALES,10000000
1604,2014,48101,CNCA/DGA/CD/02315/14,CULTURALES,2500000
1605,2014,48101,CNCA/DGA/CD/02316/14,CULTURALES,6939000
1606,2014,48101,CNCA/DGA/CD/02317/14,CULTURALES,1000000
1607,2014,48101,CNCA/DGA/CD/02318/14,CULTURALES,1000000
1608,2014,48101,CNCA/DGA/CD/02319/14,CULTURALES,4500000
1609,2014,48101,CNCA/DGA/CD/02320/14,CULTURALES,1000000
1610,2014,48101,CNCA/DGA/CD/02321/14,CULTURALES,1500000
1611,2014,48101,CNCA/DGA/CD/02322/14,CULTURALES,1500000
1612,2014,48101,CNCA/DGA/CD/02323/14,CULTURALES,770852
1613,2014,48101,CNCA/DGA/CD/02324/14,CULTURALES,1789000
1614,2014,48101,CNCA/DGA/CD/02325/14,CULTURALES,1500000
1615,2014,48101,CNCA/DGA/CD/02326/14,CULTURALES,2437600
1616,2014,48101,CNCA/DGA/CD/02327/14,CULTURALES,4000000
1617,2014,48101,CNCA/DGA/CD/02328/14,CULTURALES,750000
1618,2014,48101,CNCA/DGA/CD/02329/14,CULTURALES,850000
1619,2014,48101,CNCA/DGA/CD/02438/14,CULTURALES,10000000
1620,2014,48101,CNCA/DGA/CD/02439/14,CULTURALES,5000000
1621,2014,48101,CNCA/DGA/CD/02449/14,CULTURALES,3651840
1622,2014,48101,CNCA/DGA/CD/02450/14,CULTURALES,1000000
1623,2014,48101,CNCA/DGA/CD/02451/14,CULTURALES,6389000
1624,2014,48101,CNCA/DGA/CD/02452/14,CULTURALES,7000000
1625,2014,48101,CNCA/DGA/CD/02453/14,CULTURALES,10000000
1626,2014,48101,CNCA/DGA/CD/02454/14,CULTURALES,600000
1627,2014,48101,CNCA/DGA/CD/02455/14,CULTURALES,4500000
1628,2014,48101,CNCA/DGA/CD/02456/14,CULTURALES,2500000
1629,2014,48101,CNCA/DGA/CD/02457/14,CULTURALES,2850000
1630,2014,48101,CNCA/DGA/CD/02506/14,CULTURALES,3000000
1631,2014,48101,CNCA/DGA/CD/02507/14,CULTURALES,3000000
1632,2014,48101,CNCA/DGA/CD/02509/14,CULTURALES,3000000
1633,2014,48101,CNCA/DGA/CD/02681/14,CULTURALES,5000000
1634,2014,48101,CNCA/DGA/CD/02749/14,CULTURALES,3100000
1635,2014,48101,CNCA/DGA/CD/02750/14,CULTURALES,500000
1636,2014,48101,CNCA/DGA/CD/02751/14,CULTURALES,2000000
1637,2014,48101,CNCA/DGA/CD/02752/14,CULTURALES,1000000
1638,2014,48101,CNCA/DGA/CD/02753/14,CULTURALES,4000000
1639,2014,48101,CNCA/DGA/CD/02754/14,CULTURALES,9300000
1640,2014,48101,CNCA/DGA/CD/02755/14,CULTURALES,9300000
1641,2014,48101,CNCA/DGA/CD/02908/14,CULTURALES,41000000
1642,2014,48101,CNCA/DGA/CD/02909/14,CULTURALES,2000000
1643,2014,48101,CNCA/DGA/CD/02910/14,CULTURALES,4000000
1644,2014,48101,CNCA/DGA/CD/02911/14,CULTURALES,1200000
1645,2014,48101,CNCA/DGA/CD/02912/14,CULTURALES,1000000
1646,2014,48101,CNCA/DGA/CD/02913/14,CULTURALES,6889000
1647,2014,48101,CNCA/DGA/CD/02914/14,CULTURALES,2489000
1648,2014,48101,CNCA/DGA/CD/02915/14,CULTURALES,10000000
1649,2014,48101,CNCA/DGA/CD/02916/14,CULTURALES,1000000
1650,2014,48101,CNCA/DGA/CD/02917/14,CULTURALES,750000
1651,2014,48101,CNCA/DGA/CD/03091/14,CULTURALES,800000
1652,2014,48101,CNCA/DGA/CD/03092/14,CULTURALES,3000000
1653,2014,48101,CNCA/DGA/CD/03093/14,CULTURALES,1000000
1654,2014,48101,CNCA/DGA/CD/03094/14,CULTURALES,6000000
1655,2014,48101,CNCA/DGA/CD/03095/14,CULTURALES,3210000
1656,2014,48101,CNCA/DGA/CD/03096/14,CULTURALES,1000000
1657,2014,48101,CNCA/DGA/CD/03097/14,CULTURALES,3439000
1658,2014,48101,CNCA/DGA/CD/03098/14,CULTURALES,5000000
1659,2014,48101,CNCA/DGA/CD/03099/14,CULTURALES,9000000
1660,2014,48101,CNCA/DGA/CD/03100/14,CULTURALES,5000000
1661,2014,48101,CNCA/DGA/CD/03101/14,CULTURALES,5000000
1662,2014,48101,CNCA/DGA/CD/03166/14,CULTURALES,1875729
1663,2014,48101,CNCA/DGA/CD/03167/14,CULTURALES,2000000
1664,2014,48101,CNCA/DGA/CD/03168/14,CULTURALES,10100000
1665,2014,48101,CNCA/DGA/CD/03169/14,CULTURALES,2000000
1666,2014,48101,CNCA/DGA/CD/03170/14,CULTURALES,1500000
1667,2014,48101,CNCA/DGA/CD/03206/14,CULTURALES,3100000
1668,2014,48101,CNCA/DGA/CD/03207/14,CULTURALES,1000000
1669,2014,48101,CNCA/DGA/CD/03208/14,CULTURALES,4500000
1670,2014,48101,CNCA/DGA/CD/03209/14,CULTURALES,3939000
1671,2014,48101,CNCA/DGA/CD/03211/14,CULTURALES,2500000
1672,2014,48101,CNCA/DGA/CD/03212/14,CULTURALES,750000
1673,2014,48101,CNCA/DGA/CD/03254/14,CULTURALES,6000000
1674,2014,48101,CNCA/DGA/CD/03308/14,CULTURALES,500000
1675,2014,48101,CNCA/DGA/CD/03309/14,CULTURALES,8000000
1676,2014,48101,CNCA/DGA/CD/03310/14,CULTURALES,1000000
1677,2014,48101,CNCA/DGA/CD/03311/14,CULTURALES,7000000
1678,2014,48101,CNCA/DGA/CD/03312/14,CULTURALES,7682000
1679,2014,48101,CNCA/DGA/CD/03341/14,CULTURALES,2000000
1680,2014,48101,CNCA/DGA/CD/03344/14,CULTURALES,5000000
1681,2014,48101,CNCA/DGA/CD/03393/14,CULTURALES,2250000
1682,2014,48101,CNCA/DGA/CD/03394/14,CULTURALES,2500000
1683,2014,48101,CNCA/DGA/CD/03396/14,CULTURALES,2000000
1684,2014,48101,CNCA/DGA/CD/03415/14,CULTURALES,3000000
1685,2014,48101,CNCA/DGA/CD/03416/14,CULTURALES,2850000
1686,2014,48101,CNCA/DGA/CD/03417/14,CULTURALES,15000000
1687,2014,48101,CNCA/DGA/CD/03418/14,CULTURALES,5000000
1688,2014,48101,CNCA/DGA/CD/03419/14,CULTURALES,3100000
1689,2014,48101,CNCA/DGA/CD/03420/14,CULTURALES,2000000
1690,2014,48101,CNCA/DGA/CD/03421/14,CULTURALES,2988000
1691,2014,48101,CNCA/DGA/CD/03422/14,CULTURALES,2250000
1692,2014,48101,CNCA/DGA/CD/03455/14,CULTURALES,2700000
1693,2014,48101,CNCA/DGA/CD/03456/14,CULTURALES,500000
1694,2014,48101,CNCA/DGA/CD/03457/14,CULTURALES,1000000
1695,2014,48101,CNCA/DGA/CD/03458/14,CULTURALES,3000000
1696,2014,48101,CNCA/DGA/CD/03480/14,CULTURALES,9300000
1697,2014,48101,CNCA/DGA/CD/03481/14,CULTURALES,8200000
1698,2014,48101,CNCA/DGA/CD/03482/14,CULTURALES,4937500
1699,2014,48101,CNCA/DGA/CD/03483/14,CULTURALES,2500000
1700,2014,48101,CNCA/DGA/CD/03484/14,CULTURALES,3342142
1701,2014,48101,CNCA/DGA/CD/03485/14,CULTURALES,3000000
1702,2014,48101,CNCA/DGA/CD/03638/14,CULTURALES,1000000
1703,2014,48101,CNCA/DGA/CD/03669/14,CULTURALES,290000
1704,2014,48101,CNCA/DGA/CD/03670/14,CULTURALES,12000000
1705,2014,48101,CNCA/DGA/CD/03671/14,CULTURALES,7035000
1706,2014,48101,CNCA/DGA/CD/03672/14,CULTURALES,2000000
1707,2014,48101,CNCA/DGA/CD/03754/14,CULTURALES,8700000
1708,2014,48101,CNCA/DGA/CD/03755/14,CULTURALES,7000000
1709,2014,48101,CNCA/DGA/CD/03756/14,CULTURALES,1000000
1710,2014,48101,CNCA/DGA/CD/03757/14,CULTURALES,1100000
1711,2014,48101,CNCA/DGA/CD/03758/14,CULTURALES,4200000
1712,2014,48101,CNCA/DGA/CD/03759/14,CULTURALES,3100000
1713,2014,48101,CNCA/DGA/CD/03760/14,CULTURALES,1000000
1714,2014,48101,CNCA/DGA/CD/03761/14,CULTURALES,1000000
1715,2014,48101,CNCA/DGA/CD/03762/14,CULTURALES,2000000
1716,2014,48101,CNCA/DGA/CD/03763/14,CULTURALES,6733334
1717,2014,48101,CNCA/DGA/CD/03800/14,CULTURALES,3000000
1718,2014,48101,CNCA/DGA/CD/03801/14,CULTURALES,3100000
1719,2014,48101,CNCA/DGA/CD/03802/14,CULTURALES,2250000
1720,2014,48101,CNCA/DGA/CD/03803/14,CULTURALES,8200000
1721,2014,48101,CNCA/DGA/CD/03804/14,CULTURALES,1500000
1722,2014,48101,CNCA/DGA/CD/03805/14,CULTURALES,6650000
1723,2014,48101,CNCA/DGA/CD/03806/14,CULTURALES,8761000
1724,2014,48101,CNCA/DGA/CD/03807/14,CULTURALES,3900000
1725,2014,48101,CNCA/DGA/CD/03843/14,CULTURALES,1000000
1726,2014,48101,CNCA/DGA/CD/04068/14,CULTURALES,600000
1727,2014,48101,CNCA/DGA/CD/04069/14,CULTURALES,2000000
1728,2014,48101,CNCA/DGA/CD/04070/14,CULTURALES,7000000
1729,2014,48101,CNCA/DGA/CD/04071/14,CULTURALES,6000000
1730,2014,48101,CNCA/DGA/CD/04315/13,CULTURALES,9870500
1731,2014,48101,CNCA/DGA/CD/04406/14,CULTURALES,5000000
1732,2014,48101,CNCA/DGA/CD/04407/14,CULTURALES,1000000
1733,2014,48101,CNCA/DGA/CD/04411/14,CULTURALES,4000000
