"EJERCICIO","NOMBRE_INSTITUCION","CLAVE_PARTIDA","NUM_CONTRATO","DONATARIO","FECHA_CELEBRACION","MONTO_CONTRATO","FECHA_CONCLUSION","OBJETO_DONATIVO","TIPO_ACTIVIDADES_FINANCIAR","MONTO_OTORGADO"
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01708/14","COMPAÑÍA DE ARTES VITAMINAS",24/06/14,3500000,23/01/15,"FOMENTAR EL PARTIMONIO CULTURAL (MATERIAL E INMATERIAL) Y FORTALECER LAS ENTIDADES TAXCALTECAS, MEDIANTE EL DESARROLLO DE LA SEGUNDA ETAPA DE LA INVESTIGACIÓN ANTROPOLÓGICA E HISTÓRICA DENOMINADA "" HISTORIA DE TLAXCALA, ENTRE ESTIGMAS Y MITOS"" CON UNA DURACIÓN DE 4 MESES, LA REALIZACIÓN DE UN FORO DE DEVATE ACADÉMICO CON EL MISMO TEMA Y LA CREACIÓN DE MATERIALES DE DIFUSIÓN (3 PUBLICACIONES Y UN VIDEO). ADEMÁS DE LA REALIZACIÓN DE UN RECORRIDO TURÍSTICO Y DE TALLERES ARTÍSTICOS POR LA REGIÓN CULTURAL DE LOS CUATRO SEÑORÍOS, UNA EXPO-VENTA ARTESANAL, UNA MUESTRA GASTRONÓMICA Y JORNADAS CULTURALES DE DIFUSIÓN DE LOS PRODUCTOS GENERADOS EN LA INVESTIGACIÓN Y EL FORO.","CULTURALES",3500000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01709/14","EL TESORO DE NIÑO PERDIDO",20/06/14,1000000,19/11/14,"CONTRIBUIR A PRESERVAR LA CULTURA POPULAR MEXICANA, OFRECER UN ESPACIO DE EXPRESIÓN A ARTISTAS INDEPENDIENTES Y/O EMERGENTES, FOMENTAR EL COLECCIONISMO POPULAR Y CREAR NUEVOS PÚBLICOS, MEDIANTE LA REALIZACIÓN DE UN FESTIVAL MULTIDISCIPLINARIO DE CULTURA POPULAR EN SUS DIVERSAS EXPRESIONES, EN EL CUAL SE DEN CITA COLECCIONISTAS POPULARES, ANTICUARIOS, ARTISTAS PLÁSTICOS, ARTISTAS DE ARTE URBANO, MÚSICOS, ACTORES, DISEÑADORES, CINEASTAS, ESCULTORES Y PÚBLICO EN GENERAL, DONDE PUEDAN EXPRESAR SU TALENTO ARTÍSTICO, MOSTRAR SUS OBRAS Y COLECCIONES, INTERCAMBIAR OBJETOS DE COLECCIÓN E IMPARTIR TALLERES Y CONFERENCIAS SOBRE SU ESPECIALIDAD.","CULTURALES",1000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01710/14","EMILIA PICTURES",07/07/14,3000000,06/01/15,"CREAR UN PROYECTO DE TRES DIFERENTES ACTIVIDADES PARA FOMENTAR EL APRENDIZAJE, PRODUCCIÓN Y DIFUSIÓN DE LAS DISCIPLINAS ARTÍSTICAS Y CULTURALES: UN PROYECTO DIGITAL (SITIO DE INTERNET) SOBRE ARTISTAS MEXICANOS, UN DOCUMENTAL DONDE SE MUESTRE LA ELABORACIÓN DE PIEZAS ARTÍSTICAS Y LA ORGANIZACIÓN DE EVENTOS Y CONCURSOS QUE PERMITA IMPULSAR NUEVOS TALENTOS Y BANDAS DE ROCK.","CULTURALES",3000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01711/14","FUNDACIÓN ISLA, DESARROLLO INTEGRAL EN MOVIMIENTO",12/06/14,4500000,26/10/14,"REALIZAR UN FESTIVAL DE MÚSICA MEXICANA CON UNA DURACIÓN DE 3 DÍAS, CON LA PARTICIPACIÓN DE GRUPOS MUSICALES EMERGENTES DE GÉNEROS VARIADOS COMO EL ROCK, JAZZ, BLUES Y MÚSICA DE CÁMARA, CON EL OBJETO DE IMPULSAR A LOS NUEVOS TALENTOS Y GENERAR NUEVOS PÚBLICOS EN EL MUNICIPIO DE TLALNEPANTLA DE BAZ.","CULTURALES",4500000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01748/14","EL ARTE DE LOS TÍTERES",18/06/14,5600000,29/09/15,"GENERAR UN PROYECTO CULTURAL PARA PROMOVER LA PARTICIPACIÓN CIUDADANA A TRAVÉS DE LA INSTAURACIÓN DE VEINTE SEDES CULTURALES COMO CIRCULOS ESTRATÉGICOS PARA ABATIR SITUACIÓNES DE EXCLUSIÓN, EN 20 COLONIAS DE LA ZONA METROPOLITANA DE GUADALAJARA; UNA RED DE ESCENARIOS, FUNCIONES DE TÍTERES, TALLERES ARTÍSTICOS, DE INTEGRACIÓN ASÍ COMO LA RESTAURACIÓN Y ELABORACIÓN DE TÍTERES.","CULTURALES",5600000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01749/14","FUNDACIÓN EL FARO DE LA CULTURA QUERÉTARO",01/07/14,3500000,31/10/14,"REALIZAR UN FESTIVAL CULTURAL DE 2 DÍAS DE PROGRAMACIÓN MUSICAL GRATUITA EN LA PLAZA FUNDADORES DE LA CIUDAD DE QUERÉTARO, EN EL CUAL PARTICIPARÁN 20 CANTAUTORES IBEROAMERICANOS. ADEMÁS SE IMPLEMENTARÁN 2 TALLERES: A) METODOLOGÍA PARA LA COMPOSICIÓN DE CANCIONES BASADA EN DISTINTOS RECURSOS LITERARIOS Y POÉTICOS, IMPARTIDO POR EL MAESTRO ADRIÁN GIL (COM´POSITOR, CANTANTE Y POETA CUBANO) Y B) METODOLOGÍA PARA LA COMPOSICIÓN DE CANCIONES BASADA EN LOS DISTINTOS RECURSOS Y GÉNEROS MUSICALES IMPARTIDO POR EL MAESTRO BERNARDO QUESADA ( CANTANTE, COMPOSITOR Y ARREGLISTA COSTARRICENCE).","CULTURALES",3500000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01787/14","PODER CIVICO",12/06/14,30000000,15/06/14,"REALIZAR EL EVENTO “LA CIUDAD DE LAS IDEAS” , EL CUAL CONSISTE EN UN FESTIVAL INTERNACIONAL DE MENTES BRILLANTES DE ALTO NIVEL Y AMPLIA REPERCUSIÓN NACIONAL E INTERNACIONAL, LO QUE CONVIERTE EN UN FORO PRIVILEGIADO DE DEBATE Y ANÁLISIS DE DIVERSOS TEMAS CONTEMPORÁNEOS Y EN UN MECANISMO EFICAZ PARA LA DIFUSIÓN DE LAS IDEAS, EN LAS QUE PARTICIPAN DESTACADAS PERSONALIDADES DE LA CULTURA, EL ARTE, LA CIENCIA LA TECNOLOGÍA, EL DISEÑO, LA POLÍTICA Y OTROS ÁMBITOS DEL CONOCIMIENTO, CONVIRTIÉNDOLO EN UNO DE LOS EVENTOS CULTURALES MÁS IMPORTANTES DEL MUNDO, BUSCA FOMENTAR LA CREATIVIDAD, LA SENSIBILIZAR ARTÍSTICA Y LA REVOLUCIÓN PARA GENERAR IDEAS, MEDIANTE EL EMPODERAMIENTO DEL CIUDADANO EN LOS TEMAS QUE SE DEBATIRÁN Y ANALIZARAN EN LA SÉPTIMA EDICIÓN EN 2014, DE UN EVENTO QUE DESDE SU ORIGEN EN 2008, HA VENIDO CRECIENDO ANUALMENTE EN PRESTIGIO Y CALIDAD. ASÍ COMO CREAR UNA “NETWORK” O RED DE TRABAJO DE CIUDADANOS EMPRENDEDORES CREATIVOS DE MAYOR CONOCIMIENTO","CULTURALES",30000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/01898/14","ASOCIACIÓN DE ARTISTAS PLÁSTICOS DE MÉXICO",03/07/14,4000000,02/07/15,"COORDINAR Y PROMOVER LAS ARTES PLÁSTICAS MEDIANTE LA REALIZACIÓN DE DISTINTAS ACTIVIDADES COMO: A) MURALES Y TALLERES EN ESCUELAS, COMUNIDADES Y ALBERGUES PARA NIÑOS Y ADOLESCENTES; B) TALLER DE ACTUALIZACIÓN PARA ARTISTAS PLÁSTICOS Y VISUALES DE ARTAC; C) EXPOSICIÓN ""CULTURA DE PAZ Y PRINCIPIOS UNESCO"" DE OBRAS REALIZADAS POR ARTISTAS DE ARTAC ITINERANTE EN LAS ESCUELAS MEXICANAS DE LA RED PEA; D) DÍA MUNDIAL DEL ARTE 2014-2015; E) EXPOSICIÓN BIENAL INTERNACIONAL DE ARTE CONTEMPORÁNEO DE ARGENTINA; F) HOMENAJE A JAIME TORRES BODET.","CULTURALES",4000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02027/14","FUNDACIÓN VIDA Y DESARROLLO RURAL",14/05/14,3000000,13/10/14,"PROGRAMAR 4 JORNADAS PARA LA PROYECCIÓN CONTINUA DENTRO DE UN PLANTEAMIENTO MÓVIL EN PLAZAS PÚBLICAS EN LAS DELEGACIONES BENITO JUÁREZ Y COYOACÁN DEL DISTRITO FEDERAL, CON LA INTENCIÓN DE ACERCAR A LOS NIÑOS Y JÓVENES A UNA EXPRESIÓN CULTURAL Y ARTÍSTICA TOMADA COLOQUIALMENTE COMO ENTRETENIMIENTO.","CULTURALES",3000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02028/14","CONSEJO DE LA MÚSICA EN MÉXICO",22/07/14,5889000,21/04/15,"PROPICIAR EL INTERCAMBIO CULTURAL LATINOAMERICANO, Y EL CONOCIMIENTO DE MÉXICO EN OTRAS LATITUDES, MEDIANTE CONCIERTOS, MUESTRAS DE ARTE POPULAR, OFRENDA DE DÍA DE MUERTOS, EXPOSICIONES, VIDEOS CULTURALES Y TURÍSTICOS PRINCIPALMENTE LA GUELAGUETZA OAXAQUEÑA; EN DIFERENTES CIUDADES DE BRASIL CON EL FIN, DE DESPERTAR EL INTERÉS EN LAS ARTESANÍAS Y COSTUMBRES QUE FORMAN PARTE DE NUESTRO ACERVO CULTURAL.","CULTURALES",5889000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02029/14","TRICICLO ROJO",10/07/14,8000000,10/12/14,"PROMOVER LAS ARTES ESCÉNICAS EN NIÑOS Y NIÑAS DE 2 A 12 AÑOS DE EDAD, CON LA REALIZACIÓN DE LA CARAVANA DEL ELEFANTE POLAR EN 20 MUNICIPIOS DEL ESTADO DE MÉXICO, PRESENTAR UN TOTAL DE 60 ESPECTÁCULOS E IMPARTIR 3 TALLERES DE SENSIBILIZACIÓN ARTÍSTICA EN CADA MUNICIPIO, DONAR UN ESCENARIO MÓVIL AL INSTITUTO MEXIQUENSE DE CULTURA CON LA FINALIDAD DE LLEVARLES E IMPLEMENTAR PROCESOS DE CREACIÓN ESCÉNICA, PRODUCCIÓN Y FORMACIÓN CULTURAL.","CULTURALES",8000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02030/14","MUSEO DE ARTE CONTEMPORÁNEO DE MONTERREY",21/07/14,3000000,08/10/14,"EQUIPAR Y MODERNIZAR EL EQUIPO DE REGRIGERACIÓN DEL MUSEO DE ARTE CONTEMPORÁNEO, EL CUAL PERMITIRÁ MEJORAR EL ESPACIO CULTURAL PARA HACER MÁS AGRADABLE LOS RECORRIDOS DE LOS VISITANTES NACIONALES E INTERNACIONALES.","CULTURALES",3000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02031/14","HAGAMOS ALGO MEJOR POR VERACRUZ",17/07/14,3100000,16/10/14,"CONSOLIDAR COMO UN PILAR DE DIFUSIÓN CULTURAL LA ZONA CONURBANA VERACRÚZ-BOCA DEL RÍO, PARA LO CUAL SE FOMENTARÁ LA CULTURA Y LAS DIVERSAS FORMAS DE EXPRESIÓN ARTÍSTICA ENTRE SUS HABITANTES Y SE PROMOVERÁ EL TALENTO DE ARTISTAS VERACRUZANOS DE TODO TIPO. EL EVENTO ""PROYECTO CULTURAL"" SERÁ UN ESPACIO DE INTERACCIÓN CONSTITUIDO POR 48 ACTIVIDADES (DIVIDIDAS EN 5 ÁREAS Y QUE ABARCAN DESDE LO TRADICIONAL HASTA LO CONTEMPORÁNEO) DE DANZA, MÚSICA, CINE, GASTRONOMÍA, PINTURA, FOTOGRAFÍA, TALLERES, ENTRE OTRAS ACCIONES ARTÍSTICAS Y CULTURALES GRATUITAS, QUE SE REALIZARÁN EN 3 DÍAS.","CULTURALES",3100000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02032/14","MUJERES POR LA LIBERTAD Y UN BIENESTAR PARA TODOS.",17/07/14,500000,16/10/14,"EQUIPAR LA CASA DE CULTURA DE LA ASOCIACIÓN CIVIL MUJERES POR LA LIBERTAD Y UN BIENESTAR PARA TODOS A.C., CON LA ADQUISICIÓN DE INSTRUMENTOS MUSICALES DE VIENTOS; CON LA ADECUACIÓN Y EQUIPAMIENTO DEL TALLER DE COCINA; ADECUACIÓN DE INFRAESTRUCTURA DEL SISTEMA DE CIRCUITO DE VIGILANCIA Y PORTÓN ELÉCTRICO; MURO MÓVIL PARA DIVIDIR EL AUDITORIO Y PODER UTILIZARLO COMO AULAS EN DONDE SE IMPARTIRÁN DIVERSAS CLASES.","CULTURALES",500000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02033/14","FUNDACIÓN ISLA, DESARROLLO INTEGRAL EN MOVIMIENTO",21/07/14,3500000,20/12/14,"DIFUNDIR Y ACERCAR LOS PROCESOS CREATIVOS DEL ARTE CINEMATOGRÁFICO POR MEDIO DE LA IMPARTICIÓN DE 12 TALLERES DE JUGUETES ÓPTICOS, BAJO UNA DINÁMICA DE CURSO DE VERANO, Y 8 JORNADAS DE PROYECCIONES DE PELÍCULAS EDUCATIVAS EN FORMATO FULL DOME DENTRO DE UN PLANETARIO INFALIBLE, DIRIGIDO A NIÑOS Y ADOLESCENTES DE ENTRE 8 Y 17 AÑOS DE LAS DELEGACIONES BENITO JUÁREZ, MAGDALENA CONTRERAS Y GUSTAVO. A. MADERO, EN UN ESPACIO PÚBLICO, GRATUITO Y AL AIRE LIBRE.","CULTURALES",3500000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02035/14","FUNDACIÓN VIDA Y DESARROLLO RURAL",18/07/14,1000000,17/11/14,"IMPLEMENTAR UN PROGRAMA ARTÍSTICO EDUCATIVO ENFOCADO A LA POBLACIÓN CON DEBILIDAD VISUAL DEL MUNICIPIO DE TLANEPANTLA DE BAZ MEDIANTE 3 EXHIBICIONES DE ARTES VISUALES Y 3 TALLERES DE APRECIACIÓN CON LA FINALIDAD DE CREAR GRUPOS ARTÍSTICOS DONDE PUEDAN PROMOVER, DIFUNDIR Y COMPLEMENTAR SU TRABAJO DE MANERA INTEGRAL.","CULTURALES",1000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02036/14","NIÑOS CANTORES DE ACAMBARO",16/07/14,300000,03/03/15,"FORTALECER LA EDUCACIÓN MUSICAL EN LOS NIÑOS Y ADOLESCENETES DE ESCASOS RECURSOS Y EN RIESGO DE MARGINACIÓN SOCIAL, QUE FORMEN PARTE DEL CORO DE NIÑOS CANTORES DE ACÁMBARO, AL RECIBIR CLASES DE SOLFEO, PIANO Y CORO 2 VECES POR SEMANA, LO CUAL PERMITIRÁ AMPLIAR LA CAPACIDAD DE ATENCIÓN DE LOS NIÑOS, INCREMENTO DEL NÚMERO DE PARTICIPANTES Y DE PRESENTACIONES A REALIZAR.","CULTURALES",300000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02037/14","SOCIEDAD INTERNACIONAL DE VALORES DE ARTE MEXICANO",11/07/14,2000000,10/07/15,"PROMOVER Y DIFUNDIR A NIVEL INTERNACIONAL EL CINE HECHO EN MÉXICO Y EN IBEROAMÉRICA, ASÍ COMO A SUS REALIZADORES, PARA CONTRIBUIR AL FORTALECIMIENTO DE LA CULTURA CINEMATOGRÁFICA. REALIZAR PUBLICACIONES IMPRESAS Y DIGITALES DE 6 NÚMEROS DE LOS CUADERNOS DE CINEMA 23. COMPARTIR EL CONOCIMIENTO RELACIONADO CON EL CINE EN DIVERSOS FOROS CON PÚBLICO EN GENERAL, Y EN LO PARTICULAR, REALIZAR UN PROYECTO PILOTO EN SECUNDARIAS Y PREPARATORIAS PÚBLICAS Y PRIVADAS CON PROYECCIONES DE CINE MEXICANO, ACOMPAÑADAS DE INVITADOS QUE PROPICIEN DEBATES PARA PROMOVER LOS ESCRITOS DE LOS ALUMNOS LOS QUE SERÁN PUBLICADOS EN INTERNET. EN CUANTO A CAPACITACIÓN, SE DARÁ APOYO A LA EJECUCIÓN DE 4 TALLERES DE DIRECCIÓN, GUIÓN, MÚSICA PARA CINE Y DISEÑO DE PRODUCCIÓN.","CULTURALES",2000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02038/14","ASAMBLEA PARA LA CULTURA Y LA DEMOCRACIA",07/07/14,3000000,16/01/15,"IMPULSAR EL DESARROLLO CULTURAL EN LAS PERIFERIAS DE LOS PRINCIPALES CENTROS URBANOS DE LA REGIÓN CENTRO DEL PAÍS: ZONAS CONURBADAS DE LA CIUDAD DE MÉXICO, ESTADO DE MÉXICO Y LA CIUDAD DE PUEBLA, MEDIANTE LA EDICIÓN E IMPRESIÓN DE 5,000 EJEMPLARES DEL LIBRO DE LA MÚSICA EN LAS PERIFERIAS; LA REALIZACIÓN DE UNA GIRA-PRESENTACIÓN POR MÁS DE 20 ESPACIOS DE ROCK, MÚSICA ALTERNATIVA Y DE VANGUARDIA; UN ENCUENTRO DE ARTISTAS VISUALES MEXICANOS; EFECTUAR 20 RECITALES DE MÚSICA TRADICIONAL MEXICANA, ASÍ COMO LA PRODUCCIÓN DE UN MEDIOMETRAJE ANIMADO SOBRE EL SISTEMA TRADICIONAL NEPOHUALTZINTZIN Y PROPONER UNA GIRA DE PRESENTACIONES POR MÁS DE 30 PUNTOS DEL DISTRITO FEDERAL Y EL ESTADO DE MÉXICO.","CULTURALES",3000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02039/14","110 MERIDIANO",30/07/14,1000000,29/01/15,"PRODUCIR UN CORTOMETRAJE CULTURAL SOBRE EL COMPORTAMIENTO ESCOLAR DENOMINADO ""BULL YING"" CON UNA DURACIÓN APROXIMADA DE 15, ESTA PROYECCIÓN SE HARÁ EN UN DOMO DIGITAL EN LOS MUNICIPIOS DE TEOTIHUACÁN, ACOLMAN, TLALNEPANTLA Y NICOLÁS ROMERO, PARA LA DIFUSIÓN DE LOS VALORES SOCIALES, TOMANDO EL CINE ITINERANTE COMO UNA ESTRATEGIA PARA ACERCAR Y DIFUNDIR LA CULTURA Y CONTRIBUIR AL DESARROLLO HUMANO, MEDIANTE TEMAS APREMIANTES QUE REQUIEREN ATENCIÓN EN NUESTRO PAÍS.","CULTURALES",1000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02066/14","TROFEO A LA VIDA",08/07/14,8450000,07/01/15,"EXALTAR LA IMPORTANCIA CULTURAL DE LOS MUNICIPIOS DE GUANAJUATO, QUERÉTARO, PUEBLA, SAN MIGUEL DE ALLENDE Y OAXACA POR MEDIO DE LA REALIZACIÓN DE CINCO DOCUMENTALES CINEMATOGRÁFICOS DE 25 MINUTOS, LOS CUALES SE DIFUNDIRÁN MEDIANTE UNA PRESENTACIÓN PÚBLICA Y EL DESARROLLO DE UN SITIO WEB DONDE SE REPRODUCIRÁN DE MANERA LIBRE Y GRATUITA.","CULTURALES",8450000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02067/14","MUSEO DE ARTE CONTEMPORÁNEO DE MONTERREY",21/07/14,1500000,19/12/14,"EXPONER 90 OBRAS ARTÍSTICAS DE LOS FOTÓGRAFOS TINA MODOTTI Y EDWARD WESTON, EN UNA COBERTURA DE MÁS DE 7 MUNICIPIOS DEL ESTADO DE NUEVO LEÓN, 8 ESTADOS DE LA REPÚBLICA MEXICANA Y VARIOS PAÍSES DEL EXTRANJERO MEDIANTE LA REALIZACIÓN DE CONFERENCIAS, CURSOS Y TALLERES CON LA FINALIDAD DE DIFUNDIR EL ARTE CONTEMPORÁNEO.","CULTURALES",1500000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02099/14","PREVENVIDA FUNDACIÓN",07/07/14,2900000,06/07/15,"PROMOCIONAR Y DESARROLLAR INDUSTRIAS CREATIVAS Y/O CULTURALES; LOCALIZACIÓN DE CREATIVOS Y TALENTOS DE LA ZONA ORIENTE DEL DISTRITO FEDERAL, PARTICULARMENTE IZTAPALAPA Y COYOACÁN EN EL TRAMO CORRESPONDIENTE AL CANAL NACIONAL; EN LAS VERTIENTES CULTURALES COMO PINTURA, HISTORIA, MÚSICA Y TEATRO.","CULTURALES",2900000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02100/14","FUNDACIÓN MUJERES DE COMUNIDAD EN MOVIMIENTO POR LA EQUIDAD SOCIAL",01/07/14,7000000,30/06/15,"CREAR UNA ORQUESTA MONUMENTAL DE 232 NIÑOS Y JÓVENES DE NEZAHUALCÓYOTL, 152 MIEMBROS INTEGRARÁN LA ORQUESTA SINFÓNICA Y 80 CONFORMARÁN EL CORO, PARA LO CUAL SE DOTARÁ DE INSTRUMENTOS MUSICALES A LA ORUQESTA Y SE PROPORCIONARÁ ENSEÑANZA Y FORMACIÓN MUSICAL. EL OBJETIVO ES FOMENTAR EN LOS NIÑOS Y JÓVENES DEL MUNICIPIO DE NEZAHUALCÓYOTL APTITUDES MUSICALES PARA FORTALECER SU DESARROLLO SOCIAL, VOCACIONAL, RECREATIVO, ESTÉTICO, ÉTICO Y EDUCATIVO.","CULTURALES",7000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02101/14","ORGANIZACIÓN OPD",21/07/14,1672022,20/04/15,"EQUIPAR CON INTRUMENTOS MUSICALES AL CENTRO DE MÚSICA INFANTIL TAHMEK (CEMIT), A FIN DE IMPLEMENTAR Y FORTALECER LAS ACTIVIDADES ARTÍSTICAS DE LOS NIÑOS Y JÓVENES QUE INTEGRAN LAS 2 ORQUESTAS SINFÓNICAS, PARA SU PARTICIPACIÓN EN 8 CONCIERTOS; LLEVAR A CABO CLASES DE FORMACIÓN MUSICAL (ORQUESTA Y CORO) EN DIFERENTES GÉNEROS MUSICALES; INTEGRAR UNA PLANTILLA DOCENTE PARA EL DESARROLLO ARTÍSTICO-MUSICAL DE NIÑOS Y JÓVENES A TRAVÉS DE LA ENSEÑANZA EN LAS RESPECTIVAS ÁREAS Y DISCIPLINAS MUSICALES.","CULTURALES",1672022
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02102/14","LA VIVIENDA UN FACTOR DE BIENESTAR SOCIAL",17/07/14,4182000,16/12/14,"BRINDAR AL MUNICIPIO DE COMPOSTELA UNA CASA DE CULTURA MÓVIL QUE PERMIA AMPLIAR LAS POSIBILIDADES DE ACCESO A LA CULTURA Y EDUCACIÓN, AL TRATARSE DE UN ESPACIO FÍSICO ITINERANTE GRATUITO, USANDO LOS MEDIOS TECNOLÓGICOS Y DIGITALES PARA MOTIVAR LA IGUALDAD DE OPORTUNIDADES Y PROMOVER LA DISMINUCIÓN DEL REZAGO EDUCATIVO EN ZONAS MARGINADAS Y ASÍ FOMENTAR LAS ACTIVIDADES DE LECTURA EN LA COMUNIDAD, ASÍ COMO PRÁCTICAS SOCIALES Y CULTURALES INDISPENSABLES PARA LA POBLACIÓN.","CULTURALES",4182000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02103/14","KALAN GUARDIA EN MAYA",28/07/14,10000000,27/10/14,"DIFUNDIR Y PROMOVER LAS DIVERSAS DISCIPLINAS ARTÍSTICAS QUE EMANAN DE LA CULTURA COMO SON LA MÚSICA, EL TEATRO, LA DANZA, EL CINE, LA FOTOGRAFÍA ARTÍSTICA Y LAS ARTES PLÁSTICAS EN LAS PRINCIPALES PLAZAS CÍVICAS DE LAS DELEGACIONES DE TLALPAN, XOCHIMILCO, MILPA ALTA Y COYOACÁN, EN LA QUE SE PRESENTARÁ UN TOTAL DE 108 Y 36 PUESTAS EN ESCENA DE COMPAÑÍAS DE DANZA Y TEATRO RESPECTIVAMENTE; 72 EXHIBICIONES DE GRUPOS MUSICALES, Y UN TOTAL DE 36 PROYECCIONES DE PELÍCULAS MEXICANAS. SE EJECUTARÁN 6 TALLERES DE ARTES PLÁSTICAS; SE MONTARÁN 2 TALLERES DE ARTES VISUALES, UN TALLER DE LECTURA Y CUENTACUENTOS CON 36 DÍAS DE ACTIVIDAD EN UN TOTAL DE 216 HORAS.","CULTURALES",10000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02104/14","ASOCIACIÓN CULTURAL Y ARTÍSTICA DE ACAPULCO",07/07/14,2000000,06/03/15,"FORTALECER LA EXPRESIÓN DE LA CULTURA Y LAS ARTES A TRAVÉS DEL FESTIVAL CULTURAL FANDANGRO, DONDE CADA UNA DE LAS SIETE REGIONES DE GUERRERO (COSTA CHICA, COSTA GRANDE, REGIÓN MONTAÑA, MIXTECA, TIERRA CALIENTE Y ZONA CENTRO Y NORTE) PRESENTARÁ SU FOLKLORE, IDENTIDAD Y ALGARABÍA MEDIANTE SUS DANZAS, MÚSICA, TRAJES TÍPICOS, GASTRONOMÍA, ARTES PLÁSTICAS Y NARRADORES DE CUENTOS, MITOS Y LEYENDAS. EL FESTIVAL ADEMÁS REALIZARÁ EN EL TEATRO PAPAGAYO, EXPOSICIONES GRÁFICAS DE PINTORES, ESCULTORES, ARTESANOS, ASÍ COMO 7 PRESENTACIONES MUSICALES Y 7 PRESENTACIONES DE DANZA Y MUESTRAS GASTRONÓMICAS.","CULTURALES",2000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02105/14","FUNDACIÓN CUDEC, CULTURA PARA EL DESARROLLO CREATIVO",10/07/14,6000000,09/12/14,"R Y FOMENTAR LA INICIACIÓN DEL ARTE Y LA CULTURA EN TODAS SUS EXPRESIONES MEDIANTE EL DESARROLLO DE 5 EVENTOS, LOS CUALES CONSISTEN EN LLEVAR A CABO UN CICLO DE ACTIVIDADES CADA TRES SEMANAS DENTRO DEL DISTRITO FEDERAL, EN DISTINTAS SEDES AL AIRE LIBRE; EL FESTIVAL ESTÁ COMPUESTO POR 10 PRESENTACIONES TEATRALES, 10 PRESENTACIONES DE DANZA, 10 PRESENTACIONES MUSICALES Y 25 TALLERES EXPRÉS (5 POR JORNADA) DE CREACIÓN ARTÍSTICA.","CULTURALES",6000000
"2014","SECRETARÍA DE CULTURA","48101","CNCA/DGA/CD/02106/14","FUNDACIÓN CUDEC, CULTURA PARA EL DESARROLLO CREATIVO",10/07/14,5500000,15/10/14,"REALIZAR 6 MUESTRAS ARTÍSTICAS EN LOS MUNICIPIOS DE NICOLÁS ROMERO, TLANEPANTLA DE BAZ Y ESTADO DE MÉXICO EN LAS QUE SE EXHIBIRÁN TRABAJOS ARTÍSTICOS DE ARTES VISUALES, MÚSICA, TEATRO, DANZA Y MEDIOS VISUALES MEDIANTE ACTIVIDADES DIVIDIDAS EN 3 PRESENTACIONES ESCÉNICAS, 5 TALLERES DE CREACIÓN ARTÍSTICA, 1 MUESTRA DE ARTES VISUALES Y 5 FUNCIONES DENTRO DEL DOMO DIGITAL.","CULTURALES",5500000
